강길부	무소속	찬성
강석진	미래통합당	찬성
강훈식	더불어민주당	찬성
곽상도	미래통합당	기권
권은희	국민의당	찬성
기동민	더불어민주당	찬성
김경협	더불어민주당	찬성
김광림	미래통합당	반대
김규환	미래통합당	반대
김두관	더불어민주당	찬성
김무성	미래통합당	반대
김병관	더불어민주당	찬성
김병욱	더불어민주당	찬성
김삼화	미래통합당	기권
김상희	더불어민주당	찬성
김성식	무소속	찬성
金成泰	미래통합당	반대
김승희	미래통합당	반대
김영진	더불어민주당	찬성
김영호	더불어민주당	찬성
김정우	더불어민주당	찬성
김종훈	민중당	찬성
김진태	미래통합당	찬성
김철민	더불어민주당	찬성
김태흠	미래통합당	기권
김한정	더불어민주당	찬성
김해영	더불어민주당	찬성
김현아	미래통합당	반대
남인순	더불어민주당	찬성
도종환	더불어민주당	찬성
문진국	미래통합당	찬성
민경욱	미래통합당	반대
박경미	더불어민주당	찬성
박명재	미래통합당	반대
박병석	더불어민주당	기권
박성중	미래통합당	반대
박용진	더불어민주당	찬성
박정	더불어민주당	찬성
박주현	민생당	찬성
박찬대	더불어민주당	찬성
백재현	더불어민주당	찬성
변재일	더불어민주당	찬성
서영교	더불어민주당	찬성
설훈	더불어민주당	찬성
소병훈	더불어민주당	찬성
손혜원	열린민주당	찬성
송기헌	더불어민주당	찬성
송언석	미래통합당	반대
송옥주	더불어민주당	찬성
신경민	더불어민주당	찬성
신상진	미래통합당	반대
심기준	더불어민주당	찬성
심재권	더불어민주당	찬성
안규백	더불어민주당	찬성
안상수	미래통합당	반대
어기구	더불어민주당	찬성
염동열	미래통합당	찬성
오영훈	더불어민주당	찬성
우상호	더불어민주당	찬성
원혜영	더불어민주당	찬성
유기준	미래통합당	반대
유민봉	미래통합당	찬성
유승희	더불어민주당	찬성
윤관석	더불어민주당	찬성
윤소하	정의당	찬성
윤일규	더불어민주당	찬성
윤종필	미래통합당	기권
윤호중	더불어민주당	찬성
이개호	더불어민주당	찬성
이동섭	미래통합당	반대
이명수	미래통합당	찬성
이상민	더불어민주당	찬성
이석현	더불어민주당	찬성
